movieId,title,year,poster_url
2643,Superman IV: The Quest for Peace (1987),1987.0,https://image.tmdb.org/t/p/original/vhs3P0JwqzlgfBqhjnCWDEOtDmS.jpg
2644,Dracula (1931),1931.0,https://image.tmdb.org/t/p/original/iNPQvRyHsJO7ISrsl1fxS0ITWFU.jpg
2648,Frankenstein (1931),1931.0,https://image.tmdb.org/t/p/original/gKaSFyd6HMTkXqU3UVVNWhVUiiO.jpg
2651,Frankenstein Meets the Wolf Man (1943),1943.0,https://image.tmdb.org/t/p/original/8utwiIlCTjd00lujS4Fx2QKnf1I.jpg
2665,Earth vs. the Flying Saucers (1956),1956.0,https://image.tmdb.org/t/p/original/qCOLglZvQgQAyWMCZodBo3wmgqp.jpg
2668,Swamp Thing (1982),1982.0,https://image.tmdb.org/t/p/original/7BGaE9A7UeyxH29aeFbQfzEmIi0.jpg
2671,Notting Hill (1999),1999.0,https://image.tmdb.org/t/p/original/cBpef6K40Su2CcBb3c18WdwRFCL.jpg
2683,Austin Powers: The Spy Who Shagged Me (1999),1999.0,https://image.tmdb.org/t/p/original/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg
2687,Tarzan (1999),1999.0,https://image.tmdb.org/t/p/original/a0Syo09bmNJgehjfeVL6meR9Mjh.jpg
2694,Big Daddy (1999),1999.0,https://image.tmdb.org/t/p/original/m0KrgL5uGJRGyGG7LBkyKrqxB8q.jpg
2701,Wild Wild West (1999),1999.0,https://image.tmdb.org/t/p/original/1AUzpDzJSecEBIgwUIPzL5KMuTQ.jpg
2706,American Pie (1999),1999.0,https://image.tmdb.org/t/p/original/mMprGx972sf1TCI8gZUIVkicSHc.jpg
2712,Eyes Wide Shut (1999),1999.0,https://image.tmdb.org/t/p/original/a0YOhU3zq0RkOYrVlPXCeE1oFkR.jpg
2713,Lake Placid (1999),1999.0,https://image.tmdb.org/t/p/original/pEszakCP8j9E9S0UPLfEa3Cad3O.jpg
2717,Ghostbusters II (1989),1989.0,https://image.tmdb.org/t/p/original/yObYPMA58DnTMvJooFW7GG6jWAt.jpg
2720,Inspector Gadget (1999),1999.0,https://image.tmdb.org/t/p/original/eKpK8FaQDpkgp3HHm3YrIDqUjWh.jpg
2722,Deep Blue Sea (1999),1999.0,https://image.tmdb.org/t/p/original/fyn0zyCI4kIlbDoHH0Hzv09hDC5.jpg
2723,Mystery Men (1999),1999.0,https://image.tmdb.org/t/p/original/3O2uzpG97ndCeAWgS22rNB2xL6N.jpg
2724,Runaway Bride (1999),1999.0,https://image.tmdb.org/t/p/original/3JpHNd6V8hvR1JFGGSAJsZDYHoR.jpg
2728,Spartacus (1960),1960.0,https://image.tmdb.org/t/p/original/prdCmV8GkDLpguwoxBQczFAwvci.jpg
2729,Lolita (1962),1962.0,https://image.tmdb.org/t/p/original/8Puqbeh0D95DpXFWep1rmH78btu.jpg
2730,Barry Lyndon (1975),1975.0,https://image.tmdb.org/t/p/original/A0byHUHMwZ7dtBQtfZ44QIgDbjo.jpg
2746,Little Shop of Horrors (1986),1986.0,https://image.tmdb.org/t/p/original/iKkbN17OmFosaW6asCNZTTsyvpu.jpg
2770,Bowfinger (1999),1999.0,https://image.tmdb.org/t/p/original/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg
2787,Cat's Eye (1985),1985.0,https://image.tmdb.org/t/p/original/kKyq7izpMkmr8sT2nLic5qAuJPo.jpg
2789,Damien: Omen II (1978),1978.0,https://image.tmdb.org/t/p/original/ocsi8SlODWkVX6O4E8Ncfgnretw.jpg
2791,Airplane! (1980),1980.0,https://image.tmdb.org/t/p/original/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg
2792,Airplane II: The Sequel (1982),1982.0,https://image.tmdb.org/t/p/original/5nBnmNmmBCsdkB2uxPMcm1nfrnc.jpg
2795,National Lampoon's Vacation (1983),1983.0,https://image.tmdb.org/t/p/original/q3DvoqY06yZnRp9faH6uge7n7VP.jpg
2797,Big (1988),1988.0,https://image.tmdb.org/t/p/original/nTY8Zmv7mpumDfzide6GSrekAgQ.jpg
2798,Problem Child (1990),1990.0,https://image.tmdb.org/t/p/original/me4kJXgZebuz1doS8y4oW8XUAly.jpg
2799,Problem Child 2 (1991),1991.0,https://image.tmdb.org/t/p/original/npr7j2HuRgvsKrXLIxIiXevTH8A.jpg
2802,Tequila Sunrise (1988),1988.0,https://image.tmdb.org/t/p/original/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg
2805,Mickey Blue Eyes (1999),1999.0,https://image.tmdb.org/t/p/original/5nIqLKEhWdA2QpzyaI2sbsTPaxP.jpg
2807,Universal Soldier: The Return (1999),1999.0,https://image.tmdb.org/t/p/original/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg
2808,Universal Soldier (1992),1992.0,https://image.tmdb.org/t/p/original/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg
2810,Perfect Blue (1997),1997.0,https://image.tmdb.org/t/p/original/79vujbsWEbX4dzffBV541QXN6sf.jpg
2815,Iron Eagle (1986),1986.0,https://image.tmdb.org/t/p/original/saT7AqyIAMukqlID9trxEbBKmUn.jpg
2840,Stigmata (1999),1999.0,https://image.tmdb.org/t/p/original/q1ubP9C8HgDa9XgyJurfE3OdiPu.jpg
2851,Saturn 3 (1980),1980.0,https://image.tmdb.org/t/p/original/zAoLR1azwd8QbglnjWpOwJ4PI6C.jpg
2858,American Beauty (1999),1999.0,https://image.tmdb.org/t/p/original/wby9315QzVKdW9BonAefg8jGTTb.jpg
2860,Blue Streak (1999),1999.0,https://image.tmdb.org/t/p/original/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg
2861,For Love of the Game (1999),1999.0,https://image.tmdb.org/t/p/original/vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg
2862,Caligula (1979),1979.0,https://image.tmdb.org/t/p/original/4N4l873TVreuaR4FVpvaL2gfQ0N.jpg
2867,Fright Night (1985),1985.0,https://image.tmdb.org/t/p/original/upVMb3s1RugX4J0O40zfERjPE5N.jpg
2870,Barefoot in the Park (1967),1967.0,https://image.tmdb.org/t/p/original/qh64tAOmbQNoYMLTETkhmBQgSbu.jpg
2871,Deliverance (1972),1972.0,https://image.tmdb.org/t/p/original/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg
2872,Excalibur (1981),1981.0,https://image.tmdb.org/t/p/original/cTWF6zkr5mUOnheowKODIijWYcN.jpg
2875,Sommersby (1993),1993.0,https://image.tmdb.org/t/p/original/tAgQKLv0GK97Tr0bvdI66oXlEVb.jpg
2876,Thumbelina (1994),1994.0,https://image.tmdb.org/t/p/original/eBvSSfwAKgcjF4eyaeNSzTCpfaF.jpg
2881,Double Jeopardy (1999),1999.0,https://image.tmdb.org/t/p/original/dPd9QvEeMQpgHO6iLB1LqALTZl.jpg
2882,Jakob the Liar (1999),1999.0,https://image.tmdb.org/t/p/original/djpm1Va3XDRYubtAtUV9ArX4FOE.jpg
2888,Drive Me Crazy (1999),1999.0,https://image.tmdb.org/t/p/original/ujpvpbLR84QuoJOEx7STTzg3R5C.jpg
2889,"Mystery, Alaska (1999)",1999.0,https://image.tmdb.org/t/p/original/bmg4sjOQswcrP5mPL9YzNom9cXx.jpg
2890,Three Kings (1999),1999.0,https://image.tmdb.org/t/p/original/AarCBqrqZP9pIxSzGaxSfhH5ohj.jpg
2894,Romance (1999),1999.0,https://image.tmdb.org/t/p/original/wwjIHZdrozHHfM54ieDlz0VRXCS.jpg
2902,Psycho II (1983),1983.0,https://image.tmdb.org/t/p/original/qS231C7cpMZDvLl8VXYg1ygu3yO.jpg
2908,Boys Don't Cry (1999),1999.0,https://image.tmdb.org/t/p/original/zgctotyLbWqCzLQhPwCpvhd70b3.jpg
2915,Risky Business (1983),1983.0,https://image.tmdb.org/t/p/original/82KOHShH9raGhkcAN3TztVjqjj3.jpg
2916,Total Recall (1990),1990.0,https://image.tmdb.org/t/p/original/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
2917,Body Heat (1981),1981.0,https://image.tmdb.org/t/p/original/7DCPOgW3m0o2pxhErvl4bkMtJos.jpg
2918,Ferris Bueller's Day Off (1986),1986.0,https://image.tmdb.org/t/p/original/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg
2921,High Plains Drifter (1973),1973.0,https://image.tmdb.org/t/p/original/oGLFi7D8PlPYKXzbPtp8qCseJFn.jpg
2922,Hang 'Em High (1968),1968.0,https://image.tmdb.org/t/p/original/FVzbYnAJldtgtJstGM574tKmDA.jpg
2926,Hairspray (1988),1988.0,https://image.tmdb.org/t/p/original/n78VVWG1jsEpMCtcye13wy1RiAx.jpg
2929,Reds (1981),1981.0,https://image.tmdb.org/t/p/original/3jOs4aWI7XSVIEaF8KMojNre7A7.jpg
2942,Flashdance (1983),1983.0,https://image.tmdb.org/t/p/original/ziiy6ORt8BlxWFXskBChBMInvDA.jpg
2943,Indochine (1992),1992.0,https://image.tmdb.org/t/p/original/sAemRfr6mOSwtQ76e4yUQVImo8B.jpg
2947,Goldfinger (1964),1964.0,https://image.tmdb.org/t/p/original/laYAUz0xtIHpDYnE4fjUWpvaeX0.jpg
2948,From Russia with Love (1963),1963.0,https://image.tmdb.org/t/p/original/zx4V17FP8oclNvOpTgs2iCCtiYk.jpg
2949,Dr. No (1962),1962.0,https://image.tmdb.org/t/p/original/w9ph5cUfGbw41WXt7yuXsWeN2TV.jpg
2953,Home Alone 2: Lost in New York (1992),1992.0,https://image.tmdb.org/t/p/original/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
2959,Fight Club (1999),1999.0,https://image.tmdb.org/t/p/original/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
2970,Fitzcarraldo (1982),1982.0,https://image.tmdb.org/t/p/original/oBCnYEKcg1rMhr5JjDnrRpilvDd.jpg
2985,RoboCop (1987),1987.0,https://image.tmdb.org/t/p/original/hHtOgGb3NihlyRATHlKPaFApbrd.jpg
2986,RoboCop 2 (1990),1990.0,https://image.tmdb.org/t/p/original/uL3Ab6SOcN35ZTF2XrE1NzFwXdl.jpg
2987,Who Framed Roger Rabbit? (1988),1988.0,https://image.tmdb.org/t/p/original/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg
2989,For Your Eyes Only (1981),1981.0,https://image.tmdb.org/t/p/original/rIbhuS2xBHDYWAriFxLABlK2LZV.jpg
2990,Licence to Kill (1989),1989.0,https://image.tmdb.org/t/p/original/3F68zjnEXnyt8YsgXIfbiEniCTP.jpg
2991,Live and Let Die (1973),1973.0,https://image.tmdb.org/t/p/original/2blGXSwxzbWsT5sY3Y6xozrSoai.jpg
2993,Thunderball (1965),1965.0,https://image.tmdb.org/t/p/original/oJ5ybB57eidPLqZUltrVjshqwcs.jpg
2995,House on Haunted Hill (1999),1999.0,https://image.tmdb.org/t/p/original/weiGTsZqBglKxkIn5xj1nEjxn81.jpg
2997,Being John Malkovich (1999),1999.0,https://image.tmdb.org/t/p/original/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg
3016,Creepshow (1982),1982.0,https://image.tmdb.org/t/p/original/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg
3017,Creepshow 2 (1987),1987.0,https://image.tmdb.org/t/p/original/rfPwZFtqGHiOvfMhN00sNyO2Umb.jpg
3018,Re-Animator (1985),1985.0,https://image.tmdb.org/t/p/original/1hY6AUl92cL9GdZx031UWFiGETt.jpg
3020,Falling Down (1993),1993.0,https://image.tmdb.org/t/p/original/7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg
3024,Piranha (1978),1978.0,https://image.tmdb.org/t/p/original/52d13jkFw7hpunU8WK6AmJy9jTF.jpg
3030,Yojimbo (1961),1961.0,https://image.tmdb.org/t/p/original/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg
3033,Spaceballs (1987),1987.0,https://image.tmdb.org/t/p/original/o624HTt93iIJIc1Sg5hNkDTnk5l.jpg
3034,Robin Hood (1973),1973.0,https://image.tmdb.org/t/p/original/8aroHZhQOLJrcyCN5qlDDy09VO.jpg
3039,Trading Places (1983),1983.0,https://image.tmdb.org/t/p/original/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg
3040,Meatballs (1979),1979.0,https://image.tmdb.org/t/p/original/nSrpDkNpZLAB1jLWkeGMxXh09jU.jpg
3052,Dogma (1999),1999.0,https://image.tmdb.org/t/p/original/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg
3063,Poison Ivy (1992),1992.0,https://image.tmdb.org/t/p/original/igwGf0qNka1qH1HPijgbABfUfB4.jpg
3066,Tora! Tora! Tora! (1970),1970.0,https://image.tmdb.org/t/p/original/c311sN931DixuZRer0JGYCwpx9N.jpg
3072,Moonstruck (1987),1987.0,https://image.tmdb.org/t/p/original/hH5mm3A5r1Bw8uBAJXbAtJxBpPB.jpg
3074,Jeremiah Johnson (1972),1972.0,https://image.tmdb.org/t/p/original/tFiA48c0pqDAv34r9TB4OVGntZz.jpg
3075,Repulsion (1965),1965.0,https://image.tmdb.org/t/p/original/dtyCKEPLqv9wxyVazL4b843vtUb.jpg
3081,Sleepy Hollow (1999),1999.0,https://image.tmdb.org/t/p/original/660DFxWpSfZ1d1PruZ6Nd9vKXNE.jpg
3087,Scrooged (1988),1988.0,https://image.tmdb.org/t/p/original/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg
3088,Harvey (1950),1950.0,https://image.tmdb.org/t/p/original/dgd82hYmpiXDM1G867HqNaWe8wj.jpg
3091,Kagemusha (1980),1980.0,https://image.tmdb.org/t/p/original/92Jv6K8prJ3LvNrO9GzB3VCpC1w.jpg
3094,Maurice (1987),1987.0,https://image.tmdb.org/t/p/original/4gPIN3AJrNkNyfiVBtTwkmznaID.jpg
3101,Fatal Attraction (1987),1987.0,https://image.tmdb.org/t/p/original/6QWziDIbcVVpnTGuaKjcxXC9Kl4.jpg
3102,Jagged Edge (1985),1985.0,https://image.tmdb.org/t/p/original/5ucdq9jEWH7XWLnT1y4Katefiqs.jpg
3105,Awakenings (1990),1990.0,https://image.tmdb.org/t/p/original/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg
3107,Backdraft (1991),1991.0,https://image.tmdb.org/t/p/original/bymJtYNIdiAiBR1LRetaJXbfryc.jpg
3113,End of Days (1999),1999.0,https://image.tmdb.org/t/p/original/gNAhD6VdlvwxWk7CQnIvPyiItEU.jpg
3114,Toy Story 2 (1999),1999.0,https://image.tmdb.org/t/p/original/xVhEI1WCgNCCa5I86AqiwuZoog3.jpg
3146,Deuce Bigalow: Male Gigolo (1999),1999.0,https://image.tmdb.org/t/p/original/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg
3155,Anna and the King (1999),1999.0,https://image.tmdb.org/t/p/original/PIlOkljucv7HnvATbn4JwrAvSn.jpg
3156,Bicentennial Man (1999),1999.0,https://image.tmdb.org/t/p/original/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
3157,Stuart Little (1999),1999.0,https://image.tmdb.org/t/p/original/niZSfupE9XR7GmEUq2XdURVH66T.jpg
3159,Fantasia 2000 (1999),1999.0,https://image.tmdb.org/t/p/original/5rwAtUaKEK48CPUijVfVU0IPKPZ.jpg
3160,Magnolia (1999),1999.0,https://image.tmdb.org/t/p/original/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
3168,Easy Rider (1969),1969.0,https://image.tmdb.org/t/p/original/mmGEB6ly9OG8SYVfvAoa6QqHNvN.jpg
3173,Any Given Sunday (1999),1999.0,https://image.tmdb.org/t/p/original/eiWm5abcED5wKPV5LoXgfFoMpLK.jpg
3175,Galaxy Quest (1999),1999.0,https://image.tmdb.org/t/p/original/fZXSwgZknp81vmciTb86rw0MejV.jpg
3177,Next Friday (2000),2000.0,https://image.tmdb.org/t/p/original/dP4fYCGQZzg17ta7FvLwJVCwwt9.jpg
3179,Angela's Ashes (1999),1999.0,https://image.tmdb.org/t/p/original/3Zzcys11nAPP14sKW9l97fIHhkK.jpg
3185,Snow Falling on Cedars (1999),1999.0,https://image.tmdb.org/t/p/original/h1CujbeKvwkR6LMr4jVuMM0C94X.jpg
3186,"Girl, Interrupted (1999)",1999.0,https://image.tmdb.org/t/p/original/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg
3190,Supernova (2000),2000.0,https://image.tmdb.org/t/p/original/AmHGUjhgXnOYRYrF2ZYMtzfwxPe.jpg
3198,Papillon (1973),1973.0,https://image.tmdb.org/t/p/original/uL2pxNvY0cHhriEw3Hl3iuhCrtG.jpg
3203,Dead Calm (1989),1989.0,https://image.tmdb.org/t/p/original/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg
3210,Fast Times at Ridgemont High (1982),1982.0,https://image.tmdb.org/t/p/original/e15rmfjf0m6EGLe4MnNhwD3Dd1W.jpg
3213,Batman: Mask of the Phantasm (1993),1993.0,https://image.tmdb.org/t/p/original/l4jaQjkgznu2Rz05X18f24UjPNW.jpg
3247,Sister Act (1992),1992.0,https://image.tmdb.org/t/p/original/xZvVSZ0RTxIjblLV87vs7ADM12m.jpg
3248,Sister Act 2: Back in the Habit (1993),1993.0,https://image.tmdb.org/t/p/original/dlkBp5S6Ei5f54031rAhyb4IwML.jpg
3250,Alive (1993),1993.0,https://image.tmdb.org/t/p/original/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg
3252,Scent of a Woman (1992),1992.0,https://image.tmdb.org/t/p/original/4adI7IaveWb7EidYXfLb3MK3CgO.jpg
3253,Wayne's World (1992),1992.0,https://image.tmdb.org/t/p/original/rsgklbt5KxeuUuchehnLACxzisP.jpg
3254,Wayne's World 2 (1993),1993.0,https://image.tmdb.org/t/p/original/4b7skjfBrQTJ8VVMZ2B4guY0Fhg.jpg
3256,Patriot Games (1992),1992.0,https://image.tmdb.org/t/p/original/9IT7gnszrRthduYxCLqaIkM55Un.jpg
3258,Death Becomes Her (1992),1992.0,https://image.tmdb.org/t/p/original/hXKmJZ7SUPlwgLbaKuk2FT9M5Gz.jpg
3259,Far and Away (1992),1992.0,https://image.tmdb.org/t/p/original/rbxvGXcD7fixrAsbiAYl9R76uDs.jpg
3262,Twin Peaks: Fire Walk with Me (1992),1992.0,https://image.tmdb.org/t/p/original/mxsGXqetGnirf99qapYd5MMY1VL.jpg
3263,White Men Can't Jump (1992),1992.0,https://image.tmdb.org/t/p/original/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg
3264,Buffy the Vampire Slayer (1992),1992.0,https://image.tmdb.org/t/p/original/tcF3S4UdFpuoZEWovMDq5AXazNF.jpg
3268,Stop! Or My Mom Will Shoot (1992),1992.0,https://image.tmdb.org/t/p/original/meHDNuHPqCTOjgU3COImhxVa5H0.jpg
3269,Forever Young (1992),1992.0,https://image.tmdb.org/t/p/original/1emjW7UqtVWsn6P6YPg8NFNnmen.jpg
3271,Of Mice and Men (1992),1992.0,https://image.tmdb.org/t/p/original/suX9HIS22oJf0qoZV7DUvDWtWnV.jpg
3272,Bad Lieutenant (1992),1992.0,https://image.tmdb.org/t/p/original/mVJ2mXykqq3t2v1nuouf1P10g0d.jpg
3273,Scream 3 (2000),2000.0,https://image.tmdb.org/t/p/original/geD86M58Zkv6O6lLbA1tHllH8B4.jpg
3299,Hanging Up (2000),2000.0,https://image.tmdb.org/t/p/original/lnnFFGhIXi6ZDU3r29eKHKTHdq0.jpg
3307,City Lights (1931),1931.0,https://image.tmdb.org/t/p/original/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
3316,Reindeer Games (2000),2000.0,https://image.tmdb.org/t/p/original/8y1PedfYWllJVoBbkt9KWLY155v.jpg
3317,Wonder Boys (2000),2000.0,https://image.tmdb.org/t/p/original/vGOdSLaZmu42qqwDUMgrfctJ65M.jpg
3328,Ghost Dog: The Way of the Samurai (1999),1999.0,https://image.tmdb.org/t/p/original/aw7DbBqiM41Yd5YaJ7mWMoxJCIO.jpg
3330,Splendor in the Grass (1961),1961.0,https://image.tmdb.org/t/p/original/jlTxlgUAgX899ltiWPf3ek6lAaF.jpg
3341,Born Yesterday (1950),1950.0,https://image.tmdb.org/t/p/original/hPiQUhnkgp2O9bQz9KhSyOjLvGl.jpg
3354,Mission to Mars (2000),2000.0,https://image.tmdb.org/t/p/original/6bOaiFQZsBEjUZWGPUv3s9pdvhu.jpg
3362,Dog Day Afternoon (1975),1975.0,https://image.tmdb.org/t/p/original/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg
3363,American Graffiti (1973),1973.0,https://image.tmdb.org/t/p/original/1yFdtOV0b9UBUoBNbw0ZcyLbadk.jpg
3386,JFK (1991),1991.0,https://image.tmdb.org/t/p/original/r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg
3387,Who's Harry Crumb? (1989),1989.0,https://image.tmdb.org/t/p/original/6cLX9c12I6X1Fmg8y7fN3AFwDWF.jpg
3388,Harry and the Hendersons (1987),1987.0,https://image.tmdb.org/t/p/original/5ZNWhOEsuNHIQ1gbtwdTGK7srCr.jpg
3392,She-Devil (1989),1989.0,https://image.tmdb.org/t/p/original/jWYAXtdYF804aT1muO0G6FuR2Fa.jpg
3394,Blind Date (1987),1987.0,https://image.tmdb.org/t/p/original/cLb3akSpZhU5qkmCO46IHfJtcs0.jpg
3400,We're Back! A Dinosaur's Story (1993),1993.0,https://image.tmdb.org/t/p/original/iyFmhYlioe3PDZjSKWtcIhu5R02.jpg
3403,Raise the Titanic (1980),1980.0,https://image.tmdb.org/t/p/original/beYNLj44FOdV47tomXuJyPkvCKl.jpg
3404,Titanic (1953),1953.0,https://image.tmdb.org/t/p/original/n2hykMnmw1APSBYpJ2CV6dtD47.jpg
3408,Erin Brockovich (2000),2000.0,https://image.tmdb.org/t/p/original/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
3409,Final Destination (2000),2000.0,https://image.tmdb.org/t/p/original/g4dkGtWdc1eQ9JL1kta6LC0DlGS.jpg
3418,Thelma & Louise (1991),1991.0,https://image.tmdb.org/t/p/original/vbRAGLzbC75QfiKD1lKjmnQGuph.jpg
3420,...And Justice for All (1979),1979.0,https://image.tmdb.org/t/p/original/AiAXiqN883MYQMzxeEzAtV9jkU0.jpg
3421,Animal House (1978),1978.0,https://image.tmdb.org/t/p/original/fWooBbipMRIKeSRhEzmeaDV0T8H.jpg
3430,Death Wish (1974),1974.0,https://image.tmdb.org/t/p/original/n0MJPBLSCtt7DBYZGFsOfQkZCWt.jpg
3432,Death Wish 3 (1985),1985.0,https://image.tmdb.org/t/p/original/5NW09xV5sZCHVkVdTP1BilW2CCq.jpg
3433,Death Wish 4: The Crackdown (1987),1987.0,https://image.tmdb.org/t/p/original/iTknCjGmcVMLCvbAVyhHrFNDP2D.jpg
3435,Double Indemnity (1944),1944.0,https://image.tmdb.org/t/p/original/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg
3438,Teenage Mutant Ninja Turtles (1990),1990.0,https://image.tmdb.org/t/p/original/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991.0,https://image.tmdb.org/t/p/original/Hyvvz9Z3le1is8a0EeFJQm0aSC.jpg
3440,Teenage Mutant Ninja Turtles III (1993),1993.0,https://image.tmdb.org/t/p/original/fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg
3441,Red Dawn (1984),1984.0,https://image.tmdb.org/t/p/original/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg
3444,Bloodsport (1988),1988.0,https://image.tmdb.org/t/p/original/kndxR9TRK0kJ5hxzDprRSS80F2W.jpg
3448,"Good Morning, Vietnam (1987)",1987.0,https://image.tmdb.org/t/p/original/3vj2WUo3AYBbRYnw9eR9FZMQEQe.jpg
3450,Grumpy Old Men (1993),1993.0,https://image.tmdb.org/t/p/original/iMY7yFn4gMvGaQYMGWnyX2QgvHZ.jpg
3451,Guess Who's Coming to Dinner (1967),1967.0,https://image.tmdb.org/t/p/original/mrRVl6ck9v23SjmdblwP8GajVS.jpg
3452,Romeo Must Die (2000),2000.0,https://image.tmdb.org/t/p/original/aLjBcVUfw3eT5csKi28pvs0V8he.jpg
3454,Whatever It Takes (2000),2000.0,https://image.tmdb.org/t/p/original/ao4RoGXC9woWc7hrRtDRRyDbCJl.jpg
3461,Lord of the Flies (1963),1963.0,https://image.tmdb.org/t/p/original/e3Pr53rmlPggiW16KTArXoVkYcC.jpg
3462,Modern Times (1936),1936.0,https://image.tmdb.org/t/p/original/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg
3466,Heart and Souls (1993),1993.0,https://image.tmdb.org/t/p/original/6MwnrMeuqqoc1Fg03mfU332xbyK.jpg
3467,Hud (1963),1963.0,https://image.tmdb.org/t/p/original/54HnZLY03BN9jc1yVCrzZaWxMGG.jpg
3469,Inherit the Wind (1960),1960.0,https://image.tmdb.org/t/p/original/qH0Z8KnciZLyKHLkRzmY88IkQBe.jpg
3471,Close Encounters of the Third Kind (1977),1977.0,https://image.tmdb.org/t/p/original/4zfedS25uMAhgm6YQhc9bhKHbLl.jpg
3476,Jacob's Ladder (1990),1990.0,https://image.tmdb.org/t/p/original/4GY4FsM0ZOtbSTeMpY0g4WkEuBW.jpg
3477,Empire Records (1995),1995.0,https://image.tmdb.org/t/p/original/7DnSO35pLK8VUE0h4D00nUY7I66.jpg
3479,Ladyhawke (1985),1985.0,https://image.tmdb.org/t/p/original/l3nRJ9Cs7C1AZ7das8S76QqwqjI.jpg
3481,High Fidelity (2000),2000.0,https://image.tmdb.org/t/p/original/asnshTfCua6Oqqi9iPR2TZoEWit.jpg
3489,Hook (1991),1991.0,https://image.tmdb.org/t/p/original/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
3494,True Grit (1969),1969.0,https://image.tmdb.org/t/p/original/lmexRC57l39elaIcnxhaHpcaIW2.jpg
3498,Midnight Express (1978),1978.0,https://image.tmdb.org/t/p/original/mW54BtqVRxrPnoO9gQQjTLJlnuU.jpg
3499,Misery (1990),1990.0,https://image.tmdb.org/t/p/original/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg
3510,Frequency (2000),2000.0,https://image.tmdb.org/t/p/original/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg
3519,Force 10 from Navarone (1978),1978.0,https://image.tmdb.org/t/p/original/3bFRwivCZuXx7fHWt4SpYaiHkNL.jpg
3524,Arthur (1981),1981.0,https://image.tmdb.org/t/p/original/l8bPNKEuXJmaxkwVp8JpYiNQJWI.jpg
3525,Bachelor Party (1984),1984.0,https://image.tmdb.org/t/p/original/pB6sqgWPlHY5wjoq7IdNJ5YduTK.jpg
3526,Parenthood (1989),1989.0,https://image.tmdb.org/t/p/original/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg
3527,Predator (1987),1987.0,https://image.tmdb.org/t/p/original/uNGaHiluglp3DTrmFe0fRutQOTt.jpg
3535,American Psycho (2000),2000.0,https://image.tmdb.org/t/p/original/3ddHhfMlZHZCefHDeaP8FzSoH4Y.jpg
3545,Cabaret (1972),1972.0,https://image.tmdb.org/t/p/original/fMhOeJ2TvuY46iYGmsowhgRXfnr.jpg
3552,Caddyshack (1980),1980.0,https://image.tmdb.org/t/p/original/8mS6b2ATYjynchFX9trkzwm5mjA.jpg
3555,U-571 (2000),2000.0,https://image.tmdb.org/t/p/original/yeUhRSrlFcXhsuUai2ozWH6rNnK.jpg
3565,Where the Heart Is (2000),2000.0,https://image.tmdb.org/t/p/original/2ylEQVilDE1iywh0RlebJmKRGbI.jpg
3578,Gladiator (2000),2000.0,https://image.tmdb.org/t/p/original/ehGpN04mLJIrSnxcZBMvHeG0eDc.jpg
3587,Inferno (1980),1980.0,https://image.tmdb.org/t/p/original/pvD4AwuH4wcJ081Nn88A7q9pkGj.jpg
