movieId,title,genres,year,clean_titles,clean_genres,movies_text,count,mean_rating
910,Some Like It Hot (1959),Comedy|Crime,1959,some like it hot,comedy crime,some like it hot comedy crime,50,4.01
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,1963,charade,comedy crime mystery romance thriller,charade comedy crime mystery romance thriller,13,3.8076923076923075
912,Casablanca (1942),Drama|Romance,1942,casablanca,drama romance,casablanca drama romance,100,4.24
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,"maltese falcon, the",film-noir mystery,"maltese falcon, the film-noir mystery",44,4.170454545454546
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,1964,my fair lady,comedy drama musical romance,my fair lady comedy drama musical romance,35,4.042857142857143
915,Sabrina (1954),Comedy|Romance,1954,sabrina,comedy romance,sabrina comedy romance,30,3.7666666666666666
916,Roman Holiday (1953),Comedy|Drama|Romance,1953,roman holiday,comedy drama romance,roman holiday comedy drama romance,26,4.0576923076923075
918,Meet Me in St. Louis (1944),Musical,1944,meet me in st. louis,musical,meet me in st. louis musical,10,4.1
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939,"wizard of oz, the",adventure children fantasy musical,"wizard of oz, the adventure children fantasy musical",92,3.880434782608696
920,Gone with the Wind (1939),Drama|Romance|War,1939,gone with the wind,drama romance war,gone with the wind drama romance war,45,3.6444444444444444
921,My Favorite Year (1982),Comedy,1982,my favorite year,comedy,my favorite year comedy,9,3.388888888888889
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,1950,sunset blvd. (a.k.a. sunset boulevard),drama film-noir romance,sunset blvd. (a.k.a. sunset boulevard) drama film-noir romance,27,4.333333333333333
923,Citizen Kane (1941),Drama|Mystery,1941,citizen kane,drama mystery,citizen kane drama mystery,69,4.043478260869565
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968,2001: a space odyssey,adventure drama sci-fi,2001: a space odyssey adventure drama sci-fi,109,3.8944954128440368
926,All About Eve (1950),Drama,1950,all about eve,drama,all about eve drama,24,4.229166666666667
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,1940,rebecca,drama mystery romance thriller,rebecca drama mystery romance thriller,18,4.166666666666667
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,notorious,film-noir romance thriller,notorious film-noir romance thriller,20,4.25
931,Spellbound (1945),Mystery|Romance|Thriller,1945,spellbound,mystery romance thriller,spellbound mystery romance thriller,9,3.8333333333333335
932,"Affair to Remember, An (1957)",Drama|Romance,1957,"affair to remember, an",drama romance,"affair to remember, an drama romance",8,3.9375
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,1955,to catch a thief,crime mystery romance thriller,to catch a thief crime mystery romance thriller,23,4.217391304347826
934,Father of the Bride (1950),Comedy,1950,father of the bride,comedy,father of the bride comedy,12,3.25
936,Ninotchka (1939),Comedy|Romance,1939,ninotchka,comedy romance,ninotchka comedy romance,6,4.0
938,Gigi (1958),Musical,1958,gigi,musical,gigi musical,6,3.25
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,1938,"adventures of robin hood, the",action adventure romance,"adventures of robin hood, the action adventure romance",8,4.0
942,Laura (1944),Crime|Film-Noir|Mystery,1944,laura,crime film-noir mystery,laura crime film-noir mystery,6,4.333333333333333
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,1947,"ghost and mrs. muir, the",drama fantasy romance,"ghost and mrs. muir, the drama fantasy romance",7,3.9285714285714284
945,Top Hat (1935),Comedy|Musical|Romance,1935,top hat,comedy musical romance,top hat comedy musical romance,7,4.071428571428571
948,Giant (1956),Drama|Romance|Western,1956,giant,drama romance western,giant drama romance western,6,3.9166666666666665
949,East of Eden (1955),Drama,1955,east of eden,drama,east of eden drama,6,3.9166666666666665
950,"Thin Man, The (1934)",Comedy|Crime,1934,"thin man, the",comedy crime,"thin man, the comedy crime",7,3.857142857142857
951,His Girl Friday (1940),Comedy|Romance,1940,his girl friday,comedy romance,his girl friday comedy romance,14,4.392857142857143
952,Around the World in 80 Days (1956),Adventure|Comedy,1956,around the world in 80 days,adventure comedy,around the world in 80 days adventure comedy,12,3.625
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,1946,it's a wonderful life,children drama fantasy romance,it's a wonderful life children drama fantasy romance,58,4.0344827586206895
954,Mr. Smith Goes to Washington (1939),Drama,1939,mr. smith goes to washington,drama,mr. smith goes to washington drama,18,4.083333333333333
955,Bringing Up Baby (1938),Comedy|Romance,1938,bringing up baby,comedy romance,bringing up baby comedy romance,18,3.861111111111111
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,1935,"39 steps, the",drama mystery thriller,"39 steps, the drama mystery thriller",11,4.045454545454546
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,1968,night of the living dead,horror sci-fi thriller,night of the living dead horror sci-fi thriller,28,3.75
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,1951,"african queen, the",adventure comedy romance war,"african queen, the adventure comedy romance war",34,3.9705882352941178
971,Cat on a Hot Tin Roof (1958),Drama,1958,cat on a hot tin roof,drama,cat on a hot tin roof drama,10,4.1
973,Meet John Doe (1941),Comedy|Drama,1941,meet john doe,comedy drama,meet john doe comedy drama,5,3.9
986,Fly Away Home (1996),Adventure|Children,1996,fly away home,adventure children,fly away home adventure children,13,3.5384615384615383
990,Maximum Risk (1996),Action|Adventure|Thriller,1996,maximum risk,action adventure thriller,maximum risk action adventure thriller,5,2.9
991,Michael Collins (1996),Drama,1996,michael collins,drama,michael collins drama,11,3.3181818181818183
994,Big Night (1996),Comedy|Drama,1996,big night,comedy drama,big night comedy drama,11,4.181818181818182
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,1996,last man standing,action crime drama thriller,last man standing action crime drama thriller,13,2.5
999,2 Days in the Valley (1996),Crime|Film-Noir,1996,2 days in the valley,crime film-noir,2 days in the valley crime film-noir,12,3.0416666666666665
1004,"Glimmer Man, The (1996)",Action|Thriller,1996,"glimmer man, the",action thriller,"glimmer man, the action thriller",6,3.0
1005,D3: The Mighty Ducks (1996),Children|Comedy,1996,d3: the mighty ducks,children comedy,d3: the mighty ducks children comedy,8,2.1875
1006,"Chamber, The (1996)",Drama,1996,"chamber, the",drama,"chamber, the drama",5,3.5
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,1975,"apple dumpling gang, the",children comedy western,"apple dumpling gang, the children comedy western",10,2.6
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,1975,escape to witch mountain,adventure children fantasy,escape to witch mountain adventure children fantasy,9,3.0555555555555554
1010,"Love Bug, The (1969)",Children|Comedy,1969,"love bug, the",children comedy,"love bug, the children comedy",9,3.0555555555555554
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,1974,herbie rides again,children comedy fantasy romance,herbie rides again children comedy fantasy romance,8,2.9375
1012,Old Yeller (1957),Children|Drama,1957,old yeller,children drama,old yeller children drama,9,3.4444444444444446
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,1961,"parent trap, the",children comedy romance,"parent trap, the children comedy romance",12,3.2083333333333335
1014,Pollyanna (1960),Children|Comedy|Drama,1960,pollyanna,children comedy drama,pollyanna children comedy drama,5,2.9
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,1993,homeward bound: the incredible journey,adventure children drama,homeward bound: the incredible journey adventure children drama,20,2.95
1016,"Shaggy Dog, The (1959)",Children|Comedy,1959,"shaggy dog, the",children comedy,"shaggy dog, the children comedy",5,2.9
1017,Swiss Family Robinson (1960),Adventure|Children,1960,swiss family robinson,adventure children,swiss family robinson adventure children,10,3.5
1018,That Darn Cat! (1965),Children|Comedy|Mystery,1965,that darn cat!,children comedy mystery,that darn cat! children comedy mystery,6,2.4166666666666665
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,1954,"20,000 leagues under the sea",adventure drama sci-fi,"20,000 leagues under the sea adventure drama sci-fi",17,3.4705882352941178
1020,Cool Runnings (1993),Comedy,1993,cool runnings,comedy,cool runnings comedy,37,3.081081081081081
1021,Angels in the Outfield (1994),Children|Comedy,1994,angels in the outfield,children comedy,angels in the outfield children comedy,27,2.3333333333333335
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,1950,cinderella,animation children fantasy musical romance,cinderella animation children fantasy musical romance,42,3.488095238095238
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,1968,winnie the pooh and the blustery day,animation children musical,winnie the pooh and the blustery day animation children musical,13,3.6153846153846154
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,1945,"three caballeros, the",animation children musical,"three caballeros, the animation children musical",6,3.6666666666666665
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,1963,"sword in the stone, the",animation children fantasy musical,"sword in the stone, the animation children fantasy musical",25,3.58
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,1991,robin hood: prince of thieves,adventure drama,robin hood: prince of thieves adventure drama,28,3.017857142857143
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,1964,mary poppins,children comedy fantasy musical,mary poppins children comedy fantasy musical,71,3.887323943661972
1029,Dumbo (1941),Animation|Children|Drama|Musical,1941,dumbo,animation children drama musical,dumbo animation children drama musical,35,3.3857142857142857
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,1977,pete's dragon,adventure animation children musical,pete's dragon adventure animation children musical,15,2.7666666666666666
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,1971,bedknobs and broomsticks,adventure children musical,bedknobs and broomsticks adventure children musical,24,3.4791666666666665
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,1951,alice in wonderland,adventure animation children fantasy musical,alice in wonderland adventure animation children fantasy musical,40,3.375
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,1981,"fox and the hound, the",animation children drama,"fox and the hound, the animation children drama",20,3.575
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,1996,freeway,comedy crime drama thriller,freeway comedy crime drama thriller,5,3.1
1035,"Sound of Music, The (1965)",Musical|Romance,1965,"sound of music, the",musical romance,"sound of music, the musical romance",64,3.9375
1036,Die Hard (1988),Action|Crime|Thriller,1988,die hard,action crime thriller,die hard action crime thriller,145,3.8620689655172415
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,1992,"lawnmower man, the",action horror sci-fi thriller,"lawnmower man, the action horror sci-fi thriller",24,2.7708333333333335
1041,Secrets & Lies (1996),Drama,1996,secrets & lies,drama,secrets & lies drama,11,4.590909090909091
1042,That Thing You Do! (1996),Comedy|Drama,1996,that thing you do!,comedy drama,that thing you do! comedy drama,42,3.2738095238095237
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,1996,to gillian on her 37th birthday,drama romance,to gillian on her 37th birthday drama romance,5,2.4
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,1996,"long kiss goodnight, the",action drama thriller,"long kiss goodnight, the action drama thriller",33,3.3181818181818183
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1996,"ghost and the darkness, the",action adventure,"ghost and the darkness, the action adventure",21,3.4761904761904763
1050,Looking for Richard (1996),Documentary|Drama,1996,looking for richard,documentary drama,looking for richard documentary drama,5,3.9
1056,Jude (1996),Drama,1996,jude,drama,jude drama,7,3.0714285714285716
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,1996,everyone says i love you,comedy musical romance,everyone says i love you comedy musical romance,15,3.466666666666667
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,1996,william shakespeare's romeo + juliet,drama romance,william shakespeare's romeo + juliet drama romance,36,3.7222222222222223
1060,Swingers (1996),Comedy|Drama,1996,swingers,comedy drama,swingers comedy drama,36,3.6944444444444446
1061,Sleepers (1996),Thriller,1996,sleepers,thriller,sleepers thriller,29,3.6724137931034484
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,1996,aladdin and the king of thieves,animation children comedy fantasy musical romance,aladdin and the king of thieves animation children comedy fantasy musical romance,13,3.1538461538461537
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,1971,willy wonka & the chocolate factory,children comedy fantasy musical,willy wonka & the chocolate factory children comedy fantasy musical,119,3.8739495798319328
1077,Sleeper (1973),Comedy|Sci-Fi,1973,sleeper,comedy sci-fi,sleeper comedy sci-fi,28,3.75
1078,Bananas (1971),Comedy|War,1971,bananas,comedy war,bananas comedy war,11,3.409090909090909
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,1988,"fish called wanda, a",comedy crime,"fish called wanda, a comedy crime",71,3.9225352112676055
1080,Monty Python's Life of Brian (1979),Comedy,1979,monty python's life of brian,comedy,monty python's life of brian comedy,89,3.9269662921348316
1081,Victor/Victoria (1982),Comedy|Musical|Romance,1982,victor/victoria,comedy musical romance,victor/victoria comedy musical romance,12,3.5416666666666665
1082,"Candidate, The (1972)",Drama,1972,"candidate, the",drama,"candidate, the drama",6,3.5833333333333335
1083,"Great Race, The (1965)",Comedy|Musical,1965,"great race, the",comedy musical,"great race, the comedy musical",6,3.3333333333333335
1084,Bonnie and Clyde (1967),Crime|Drama,1967,bonnie and clyde,crime drama,bonnie and clyde crime drama,35,4.071428571428571
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,1954,dial m for murder,crime mystery thriller,dial m for murder crime mystery thriller,25,4.1
1088,Dirty Dancing (1987),Drama|Musical|Romance,1987,dirty dancing,drama musical romance,dirty dancing drama musical romance,42,3.369047619047619
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992,reservoir dogs,crime mystery thriller,reservoir dogs crime mystery thriller,131,4.202290076335878
1090,Platoon (1986),Drama|War,1986,platoon,drama war,platoon drama war,63,3.984126984126984
1091,Weekend at Bernie's (1989),Comedy,1989,weekend at bernie's,comedy,weekend at bernie's comedy,21,2.5476190476190474
1092,Basic Instinct (1992),Crime|Mystery|Thriller,1992,basic instinct,crime mystery thriller,basic instinct crime mystery thriller,47,3.1914893617021276
1093,"Doors, The (1991)",Drama,1991,"doors, the",drama,"doors, the drama",37,3.4054054054054053
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,1992,"crying game, the",drama romance thriller,"crying game, the drama romance thriller",42,3.4404761904761907
1095,Glengarry Glen Ross (1992),Drama,1992,glengarry glen ross,drama,glengarry glen ross drama,15,3.6666666666666665
1096,Sophie's Choice (1982),Drama,1982,sophie's choice,drama,sophie's choice drama,10,4.05
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982,e.t. the extra-terrestrial,children drama sci-fi,e.t. the extra-terrestrial children drama sci-fi,122,3.7663934426229506
1100,Days of Thunder (1990),Action|Drama|Romance,1990,days of thunder,action drama romance,days of thunder action drama romance,19,2.710526315789474
1101,Top Gun (1986),Action|Romance,1986,top gun,action romance,top gun action romance,83,3.3012048192771086
1103,Rebel Without a Cause (1955),Drama,1955,rebel without a cause,drama,rebel without a cause drama,15,4.1
1104,"Streetcar Named Desire, A (1951)",Drama,1951,"streetcar named desire, a",drama,"streetcar named desire, a drama",20,4.475
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,1996,"people vs. larry flynt, the",comedy drama,"people vs. larry flynt, the comedy drama",27,3.537037037037037
1124,On Golden Pond (1981),Drama,1981,on golden pond,drama,on golden pond drama,13,3.6538461538461537
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,1975,"return of the pink panther, the",comedy crime,"return of the pink panther, the comedy crime",24,3.6875
1126,Drop Dead Fred (1991),Comedy|Fantasy,1991,drop dead fred,comedy fantasy,drop dead fred comedy fantasy,6,2.8333333333333335
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989,"abyss, the",action adventure sci-fi thriller,"abyss, the action adventure sci-fi thriller",62,3.475806451612903
1128,"Fog, The (1980)",Horror,1980,"fog, the",horror,"fog, the horror",5,2.5
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1981,escape from new york,action adventure sci-fi thriller,escape from new york action adventure sci-fi thriller,39,3.448717948717949
1130,"Howling, The (1980)",Horror|Mystery,1980,"howling, the",horror mystery,"howling, the horror mystery",5,2.9
1131,Jean de Florette (1986),Drama|Mystery,1986,jean de florette,drama mystery,jean de florette drama mystery,11,4.090909090909091
1132,Manon of the Spring (Manon des sources) (1986),Drama,1986,manon of the spring (manon des sources),drama,manon of the spring (manon des sources) drama,8,4.0625
1135,Private Benjamin (1980),Comedy,1980,private benjamin,comedy,private benjamin comedy,13,3.1153846153846154
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975,monty python and the holy grail,adventure comedy fantasy,monty python and the holy grail adventure comedy fantasy,136,4.161764705882353
1147,When We Were Kings (1996),Documentary,1996,when we were kings,documentary,when we were kings documentary,10,3.9
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,1993,wallace & gromit: the wrong trousers,animation children comedy crime,wallace & gromit: the wrong trousers animation children comedy crime,56,4.035714285714286
1171,Bob Roberts (1992),Comedy,1992,bob roberts,comedy,bob roberts comedy,17,3.3529411764705883
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,1989,cinema paradiso (nuovo cinema paradiso),drama,cinema paradiso (nuovo cinema paradiso) drama,34,4.161764705882353
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,1989,"cook the thief his wife & her lover, the",comedy drama,"cook the thief his wife & her lover, the comedy drama",11,3.1363636363636362
1175,Delicatessen (1991),Comedy|Drama|Romance,1991,delicatessen,comedy drama romance,delicatessen comedy drama romance,21,3.8333333333333335
1177,Enchanted April (1992),Drama|Romance,1992,enchanted april,drama romance,enchanted april drama romance,6,4.0
1178,Paths of Glory (1957),Drama|War,1957,paths of glory,drama war,paths of glory drama war,12,4.541666666666667
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,1990,"grifters, the",crime drama film-noir,"grifters, the crime drama film-noir",27,3.6296296296296298
1183,"English Patient, The (1996)",Drama|Romance|War,1996,"english patient, the",drama romance war,"english patient, the drama romance war",45,3.7111111111111112
1184,Mediterraneo (1991),Comedy|Drama,1991,mediterraneo,comedy drama,mediterraneo comedy drama,7,3.9285714285714284
1185,My Left Foot (1989),Drama,1989,my left foot,drama,my left foot drama,10,3.95
1186,"Sex, Lies, and Videotape (1989)",Drama,1989,"sex, lies, and videotape",drama,"sex, lies, and videotape drama",23,3.5869565217391304
1187,Passion Fish (1992),Drama,1992,passion fish,drama,passion fish drama,5,3.6
1188,Strictly Ballroom (1992),Comedy|Romance,1992,strictly ballroom,comedy romance,strictly ballroom comedy romance,22,3.659090909090909
1189,"Thin Blue Line, The (1988)",Documentary,1988,"thin blue line, the",documentary,"thin blue line, the documentary",11,4.0
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,1990,tie me up! tie me down! (¡átame!),crime drama romance,tie me up! tie me down! (¡átame!) crime drama romance,6,3.1666666666666665
1191,Madonna: Truth or Dare (1991),Documentary|Musical,1991,madonna: truth or dare,documentary musical,madonna: truth or dare documentary musical,6,3.5
1192,Paris Is Burning (1990),Documentary,1990,paris is burning,documentary,paris is burning documentary,5,4.5
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1975,one flew over the cuckoo's nest,drama,one flew over the cuckoo's nest drama,133,4.203007518796992
1194,Cheech and Chong's Up in Smoke (1978),Comedy,1978,cheech and chong's up in smoke,comedy,cheech and chong's up in smoke comedy,11,3.590909090909091
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1980,star wars: episode v - the empire strikes back,action adventure sci-fi,star wars: episode v - the empire strikes back action adventure sci-fi,211,4.2156398104265405
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,1987,"princess bride, the",action adventure comedy fantasy romance,"princess bride, the action adventure comedy fantasy romance",142,4.232394366197183
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1981,raiders of the lost ark (indiana jones and the raiders of the lost ark),action adventure,raiders of the lost ark (indiana jones and the raiders of the lost ark) action adventure,200,4.2075
1199,Brazil (1985),Fantasy|Sci-Fi,1985,brazil,fantasy sci-fi,brazil fantasy sci-fi,59,4.177966101694915
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,1986,aliens,action adventure horror sci-fi,aliens action adventure horror sci-fi,126,3.9642857142857144
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,1966,"good, the bad and the ugly, the (buono, il brutto, il cattivo, il)",action adventure western,"good, the bad and the ugly, the (buono, il brutto, il cattivo, il) action adventure western",72,4.145833333333333
1202,Withnail & I (1987),Comedy,1987,withnail & i,comedy,withnail & i comedy,7,3.857142857142857
1203,12 Angry Men (1957),Drama,1957,12 angry men,drama,12 angry men drama,57,4.149122807017544
1204,Lawrence of Arabia (1962),Adventure|Drama|War,1962,lawrence of arabia,adventure drama war,lawrence of arabia adventure drama war,45,4.3
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1971,"clockwork orange, a",crime drama sci-fi thriller,"clockwork orange, a crime drama sci-fi thriller",120,3.995833333333333
1207,To Kill a Mockingbird (1962),Drama,1962,to kill a mockingbird,drama,to kill a mockingbird drama,58,4.120689655172414
1208,Apocalypse Now (1979),Action|Drama|War,1979,apocalypse now,action drama war,apocalypse now action drama war,107,4.219626168224299
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,1968,once upon a time in the west (c'era una volta il west),action drama western,once upon a time in the west (c'era una volta il west) action drama western,18,4.305555555555555
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1983,star wars: episode vi - return of the jedi,action adventure sci-fi,star wars: episode vi - return of the jedi action adventure sci-fi,196,4.137755102040816
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,1987,"wings of desire (himmel über berlin, der)",drama fantasy romance,"wings of desire (himmel über berlin, der) drama fantasy romance",13,3.8846153846153846
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,1949,"third man, the",film-noir mystery thriller,"third man, the film-noir mystery thriller",24,4.229166666666667
1213,Goodfellas (1990),Crime|Drama,1990,goodfellas,crime drama,goodfellas crime drama,126,4.25
1214,Alien (1979),Horror|Sci-Fi,1979,alien,horror sci-fi,alien horror sci-fi,146,3.969178082191781
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,1993,army of darkness,action adventure comedy fantasy horror,army of darkness action adventure comedy fantasy horror,51,4.03921568627451
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,1988,"big blue, the (grand bleu, le)",adventure drama romance,"big blue, the (grand bleu, le) adventure drama romance",11,3.4545454545454546
1217,Ran (1985),Drama|War,1985,ran,drama war,ran drama war,15,4.433333333333334
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,1989,"killer, the (die xue shuang xiong)",action crime drama thriller,"killer, the (die xue shuang xiong) action crime drama thriller",11,4.0
1219,Psycho (1960),Crime|Horror,1960,psycho,crime horror,psycho crime horror,83,4.036144578313253
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1980,"blues brothers, the",action comedy musical,"blues brothers, the action comedy musical",84,3.8095238095238093
1221,"Godfather: Part II, The (1974)",Crime|Drama,1974,"godfather: part ii, the",crime drama,"godfather: part ii, the crime drama",129,4.25968992248062
1222,Full Metal Jacket (1987),Drama|War,1987,full metal jacket,drama war,full metal jacket drama war,102,4.098039215686274
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,1989,"grand day out with wallace and gromit, a",adventure animation children comedy sci-fi,"grand day out with wallace and gromit, a adventure animation children comedy sci-fi",28,4.089285714285714
1224,Henry V (1989),Action|Drama|Romance|War,1989,henry v,action drama romance war,henry v action drama romance war,19,4.0
1225,Amadeus (1984),Drama,1984,amadeus,drama,amadeus drama,76,4.184210526315789
1226,"Quiet Man, The (1952)",Drama|Romance,1952,"quiet man, the",drama romance,"quiet man, the drama romance",6,3.5
1227,Once Upon a Time in America (1984),Crime|Drama,1984,once upon a time in america,crime drama,once upon a time in america crime drama,16,4.0625
1228,Raging Bull (1980),Drama,1980,raging bull,drama,raging bull drama,40,4.1875
1230,Annie Hall (1977),Comedy|Romance,1977,annie hall,comedy romance,annie hall comedy romance,58,3.8706896551724137
1231,"Right Stuff, The (1983)",Drama,1983,"right stuff, the",drama,"right stuff, the drama",22,3.8636363636363638
1232,Stalker (1979),Drama|Mystery|Sci-Fi,1979,stalker,drama mystery sci-fi,stalker drama mystery sci-fi,8,3.625
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,1981,"boot, das (boat, the)",action drama war,"boot, das (boat, the) action drama war",40,4.2125
1234,"Sting, The (1973)",Comedy|Crime,1973,"sting, the",comedy crime,"sting, the comedy crime",64,3.9765625
1235,Harold and Maude (1971),Comedy|Drama|Romance,1971,harold and maude,comedy drama romance,harold and maude comedy drama romance,26,4.288461538461538
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957,"seventh seal, the (sjunde inseglet, det)",drama,"seventh seal, the (sjunde inseglet, det) drama",18,4.222222222222222
1238,Local Hero (1983),Comedy,1983,local hero,comedy,local hero comedy,9,4.055555555555555
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984,"terminator, the",action sci-fi thriller,"terminator, the action sci-fi thriller",131,3.8969465648854964
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,1992,dead alive (braindead),comedy fantasy horror,dead alive (braindead) comedy fantasy horror,10,4.05
1242,Glory (1989),Drama|War,1989,glory,drama war,glory drama war,41,4.170731707317073
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,1990,rosencrantz and guildenstern are dead,comedy drama,rosencrantz and guildenstern are dead comedy drama,16,3.96875
1244,Manhattan (1979),Comedy|Drama|Romance,1979,manhattan,comedy drama romance,manhattan comedy drama romance,33,4.106060606060606
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,1990,miller's crossing,crime drama film-noir thriller,miller's crossing crime drama film-noir thriller,20,4.225
1246,Dead Poets Society (1989),Drama,1989,dead poets society,drama,dead poets society drama,86,3.9593023255813953
1247,"Graduate, The (1967)",Comedy|Drama|Romance,1967,"graduate, the",comedy drama romance,"graduate, the comedy drama romance",79,4.063291139240507
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958,touch of evil,crime film-noir thriller,touch of evil crime film-noir thriller,17,4.264705882352941
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,1990,"femme nikita, la (nikita)",action crime romance thriller,"femme nikita, la (nikita) action crime romance thriller",35,4.071428571428571
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,1957,"bridge on the river kwai, the",adventure drama war,"bridge on the river kwai, the adventure drama war",45,4.122222222222222
1251,8 1/2 (8½) (1963),Drama|Fantasy,1963,8 1/2 (8½),drama fantasy,8 1/2 (8½) drama fantasy,14,4.071428571428571
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1974,chinatown,crime film-noir mystery thriller,chinatown crime film-noir mystery thriller,59,4.211864406779661
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,1951,"day the earth stood still, the",drama sci-fi thriller,"day the earth stood still, the drama sci-fi thriller",25,3.82
