movieId,title,clean_titles,year,genres,movies_text
1431,Beverly Hills Ninja (1997),beverly hills ninja,1997,Action|Comedy,beverly hills ninja action comedy
1432,Metro (1997),metro,1997,Action|Comedy|Crime|Drama|Thriller,metro action comedy crime drama thriller
1438,Dante's Peak (1997),dante's peak,1997,Action|Thriller,dante's peak action thriller
1441,Benny & Joon (1993),benny & joon,1993,Comedy|Romance,benny & joon comedy romance
1442,Prefontaine (1997),prefontaine,1997,Drama,prefontaine drama
1445,McHale's Navy (1997),mchale's navy,1997,Comedy|War,mchale's navy comedy war
1446,Kolya (Kolja) (1996),kolya (kolja),1996,Comedy|Drama,kolya (kolja) comedy drama
1449,Waiting for Guffman (1996),waiting for guffman,1996,Comedy,waiting for guffman comedy
1454,SubUrbia (1997),suburbia,1997,Comedy|Drama,suburbia comedy drama
1457,Fools Rush In (1997),fools rush in,1997,Comedy|Drama|Romance,fools rush in comedy drama romance
1459,Absolute Power (1997),absolute power,1997,Mystery|Thriller,absolute power mystery thriller
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),vegas vacation (national lampoon's las vegas vacation),1997,Comedy,vegas vacation (national lampoon's las vegas vacation) comedy
1464,Lost Highway (1997),lost highway,1997,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,lost highway crime drama fantasy film-noir mystery romance
1466,Donnie Brasco (1997),donnie brasco,1997,Crime|Drama,donnie brasco crime drama
1468,Booty Call (1997),booty call,1997,Comedy|Romance,booty call comedy romance
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),jungle2jungle (a.k.a. jungle 2 jungle),1997,Children|Comedy,jungle2jungle (a.k.a. jungle 2 jungle) children comedy
1476,Private Parts (1997),private parts,1997,Comedy|Drama,private parts comedy drama
1479,"Saint, The (1997)","saint, the",1997,Action|Romance|Sci-Fi|Thriller,"saint, the action romance sci-fi thriller"
1480,Smilla's Sense of Snow (1997),smilla's sense of snow,1997,Drama|Thriller,smilla's sense of snow drama thriller
1483,Crash (1996),crash,1996,Drama|Thriller,crash drama thriller
1485,Liar Liar (1997),liar liar,1997,Comedy,liar liar comedy
1487,Selena (1997),selena,1997,Drama|Musical,selena drama musical
1488,"Devil's Own, The (1997)","devil's own, the",1997,Action|Drama|Thriller,"devil's own, the action drama thriller"
1498,Inventing the Abbotts (1997),inventing the abbotts,1997,Drama|Romance,inventing the abbotts drama romance
1499,Anaconda (1997),anaconda,1997,Action|Adventure|Thriller,anaconda action adventure thriller
1500,Grosse Pointe Blank (1997),grosse pointe blank,1997,Comedy|Crime|Romance,grosse pointe blank comedy crime romance
1513,Romy and Michele's High School Reunion (1997),romy and michele's high school reunion,1997,Comedy,romy and michele's high school reunion comedy
1515,Volcano (1997),volcano,1997,Action|Drama|Thriller,volcano action drama thriller
1517,Austin Powers: International Man of Mystery (1997),austin powers: international man of mystery,1997,Action|Adventure|Comedy,austin powers: international man of mystery action adventure comedy
1518,Breakdown (1997),breakdown,1997,Action|Thriller,breakdown action thriller
1527,"Fifth Element, The (1997)","fifth element, the",1997,Action|Adventure|Comedy|Sci-Fi,"fifth element, the action adventure comedy sci-fi"
1537,Shall We Dance? (Shall We Dansu?) (1996),shall we dance? (shall we dansu?),1996,Comedy|Drama|Romance,shall we dance? (shall we dansu?) comedy drama romance
1541,Addicted to Love (1997),addicted to love,1997,Comedy|Romance,addicted to love comedy romance
1542,Brassed Off (1996),brassed off,1996,Comedy|Drama|Romance,brassed off comedy drama romance
1544,"Lost World: Jurassic Park, The (1997)","lost world: jurassic park, the",1997,Action|Adventure|Sci-Fi|Thriller,"lost world: jurassic park, the action adventure sci-fi thriller"
1552,Con Air (1997),con air,1997,Action|Adventure|Thriller,con air action adventure thriller
1554,"Pillow Book, The (1996)","pillow book, the",1996,Drama|Romance,"pillow book, the drama romance"
1556,Speed 2: Cruise Control (1997),speed 2: cruise control,1997,Action|Romance|Thriller,speed 2: cruise control action romance thriller
1562,Batman & Robin (1997),batman & robin,1997,Action|Adventure|Fantasy|Thriller,batman & robin action adventure fantasy thriller
1566,Hercules (1997),hercules,1997,Adventure|Animation|Children|Comedy|Musical,hercules adventure animation children comedy musical
1569,My Best Friend's Wedding (1997),my best friend's wedding,1997,Comedy|Romance,my best friend's wedding comedy romance
1573,Face/Off (1997),face/off,1997,Action|Crime|Drama|Thriller,face/off action crime drama thriller
1580,Men in Black (a.k.a. MIB) (1997),men in black (a.k.a. mib),1997,Action|Comedy|Sci-Fi,men in black (a.k.a. mib) action comedy sci-fi
1582,Wild America (1997),wild america,1997,Adventure|Children,wild america adventure children
1584,Contact (1997),contact,1997,Drama|Sci-Fi,contact drama sci-fi
1586,G.I. Jane (1997),g.i. jane,1997,Action|Drama,g.i. jane action drama
1587,Conan the Barbarian (1982),conan the barbarian,1982,Action|Adventure|Fantasy,conan the barbarian action adventure fantasy
1588,George of the Jungle (1997),george of the jungle,1997,Children|Comedy,george of the jungle children comedy
1589,Cop Land (1997),cop land,1997,Action|Crime|Drama|Thriller,cop land action crime drama thriller
1590,Event Horizon (1997),event horizon,1997,Horror|Sci-Fi|Thriller,event horizon horror sci-fi thriller
1591,Spawn (1997),spawn,1997,Action|Adventure|Sci-Fi|Thriller,spawn action adventure sci-fi thriller
1593,Picture Perfect (1997),picture perfect,1997,Comedy|Romance,picture perfect comedy romance
1594,In the Company of Men (1997),in the company of men,1997,Comedy|Drama,in the company of men comedy drama
1597,Conspiracy Theory (1997),conspiracy theory,1997,Drama|Mystery|Romance|Thriller,conspiracy theory drama mystery romance thriller
1603,Mimic (1997),mimic,1997,Horror|Sci-Fi|Thriller,mimic horror sci-fi thriller
1608,Air Force One (1997),air force one,1997,Action|Thriller,air force one action thriller
1610,"Hunt for Red October, The (1990)","hunt for red october, the",1990,Action|Adventure|Thriller,"hunt for red october, the action adventure thriller"
1611,My Own Private Idaho (1991),my own private idaho,1991,Drama|Romance,my own private idaho drama romance
1614,In & Out (1997),in & out,1997,Comedy,in & out comedy
1615,"Edge, The (1997)","edge, the",1997,Adventure|Drama,"edge, the adventure drama"
1616,"Peacemaker, The (1997)","peacemaker, the",1997,Action|Thriller|War,"peacemaker, the action thriller war"
1617,L.A. Confidential (1997),l.a. confidential,1997,Crime|Film-Noir|Mystery|Thriller,l.a. confidential crime film-noir mystery thriller
1619,Seven Years in Tibet (1997),seven years in tibet,1997,Adventure|Drama|War,seven years in tibet adventure drama war
1620,Kiss the Girls (1997),kiss the girls,1997,Crime|Drama|Mystery|Thriller,kiss the girls crime drama mystery thriller
1625,"Game, The (1997)","game, the",1997,Drama|Mystery|Thriller,"game, the drama mystery thriller"
1627,U Turn (1997),u turn,1997,Crime|Drama|Mystery,u turn crime drama mystery
1633,Ulee's Gold (1997),ulee's gold,1997,Drama,ulee's gold drama
1635,"Ice Storm, The (1997)","ice storm, the",1997,Drama,"ice storm, the drama"
1639,Chasing Amy (1997),chasing amy,1997,Comedy|Drama|Romance,chasing amy comedy drama romance
1641,"Full Monty, The (1997)","full monty, the",1997,Comedy|Drama,"full monty, the comedy drama"
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","mrs. brown (a.k.a. her majesty, mrs. brown)",1997,Drama|Romance,"mrs. brown (a.k.a. her majesty, mrs. brown) drama romance"
1644,I Know What You Did Last Summer (1997),i know what you did last summer,1997,Horror|Mystery|Thriller,i know what you did last summer horror mystery thriller
1645,The Devil's Advocate (1997),the devil's advocate,1997,Drama|Mystery|Thriller,the devil's advocate drama mystery thriller
1646,RocketMan (a.k.a. Rocket Man) (1997),rocketman (a.k.a. rocket man),1997,Children|Comedy|Romance|Sci-Fi,rocketman (a.k.a. rocket man) children comedy romance sci-fi
1653,Gattaca (1997),gattaca,1997,Drama|Sci-Fi|Thriller,gattaca drama sci-fi thriller
1658,"Life Less Ordinary, A (1997)","life less ordinary, a",1997,Romance|Thriller,"life less ordinary, a romance thriller"
1663,Stripes (1981),stripes,1981,Comedy|War,stripes comedy war
1665,Bean (1997),bean,1997,Comedy,bean comedy
1667,Mad City (1997),mad city,1997,Action|Drama,mad city action drama
1672,"Rainmaker, The (1997)","rainmaker, the",1997,Drama,"rainmaker, the drama"
1673,Boogie Nights (1997),boogie nights,1997,Drama,boogie nights drama
1674,Witness (1985),witness,1985,Drama|Romance|Thriller,witness drama romance thriller
1676,Starship Troopers (1997),starship troopers,1997,Action|Sci-Fi,starship troopers action sci-fi
1678,"Joy Luck Club, The (1993)","joy luck club, the",1993,Drama|Romance,"joy luck club, the drama romance"
1680,Sliding Doors (1998),sliding doors,1998,Drama|Romance,sliding doors drama romance
1681,Mortal Kombat: Annihilation (1997),mortal kombat: annihilation,1997,Action|Adventure|Fantasy,mortal kombat: annihilation action adventure fantasy
1682,"Truman Show, The (1998)","truman show, the",1998,Comedy|Drama|Sci-Fi,"truman show, the comedy drama sci-fi"
1683,"Wings of the Dove, The (1997)","wings of the dove, the",1997,Drama|Romance,"wings of the dove, the drama romance"
1687,"Jackal, The (1997)","jackal, the",1997,Action|Thriller,"jackal, the action thriller"
1688,Anastasia (1997),anastasia,1997,Adventure|Animation|Children|Drama|Musical,anastasia adventure animation children drama musical
1689,"Man Who Knew Too Little, The (1997)","man who knew too little, the",1997,Comedy|Crime|Thriller,"man who knew too little, the comedy crime thriller"
1690,Alien: Resurrection (1997),alien: resurrection,1997,Action|Horror|Sci-Fi,alien: resurrection action horror sci-fi
1693,Amistad (1997),amistad,1997,Drama|Mystery,amistad drama mystery
1694,"Apostle, The (1997)","apostle, the",1997,Drama,"apostle, the drama"
1701,Deconstructing Harry (1997),deconstructing harry,1997,Comedy|Drama,deconstructing harry comedy drama
1702,Flubber (1997),flubber,1997,Children|Comedy|Fantasy,flubber children comedy fantasy
1703,For Richer or Poorer (1997),for richer or poorer,1997,Comedy,for richer or poorer comedy
1704,Good Will Hunting (1997),good will hunting,1997,Drama|Romance,good will hunting drama romance
1707,Home Alone 3 (1997),home alone 3,1997,Children|Comedy,home alone 3 children comedy
1711,Midnight in the Garden of Good and Evil (1997),midnight in the garden of good and evil,1997,Crime|Drama|Mystery,midnight in the garden of good and evil crime drama mystery
1713,Mouse Hunt (1997),mouse hunt,1997,Children|Comedy,mouse hunt children comedy
1717,Scream 2 (1997),scream 2,1997,Comedy|Horror|Mystery|Thriller,scream 2 comedy horror mystery thriller
1719,"Sweet Hereafter, The (1997)","sweet hereafter, the",1997,Drama,"sweet hereafter, the drama"
1721,Titanic (1997),titanic,1997,Drama|Romance,titanic drama romance
1722,Tomorrow Never Dies (1997),tomorrow never dies,1997,Action|Adventure|Thriller,tomorrow never dies action adventure thriller
1726,"Postman, The (1997)","postman, the",1997,Action|Adventure|Drama|Sci-Fi,"postman, the action adventure drama sci-fi"
1729,Jackie Brown (1997),jackie brown,1997,Crime|Drama|Thriller,jackie brown crime drama thriller
1732,"Big Lebowski, The (1998)","big lebowski, the",1998,Comedy|Crime,"big lebowski, the comedy crime"
1734,My Life in Pink (Ma vie en rose) (1997),my life in pink (ma vie en rose),1997,Comedy|Drama,my life in pink (ma vie en rose) comedy drama
1735,Great Expectations (1998),great expectations,1998,Drama|Romance,great expectations drama romance
1747,Wag the Dog (1997),wag the dog,1997,Comedy,wag the dog comedy
1748,Dark City (1998),dark city,1998,Adventure|Film-Noir|Sci-Fi|Thriller,dark city adventure film-noir sci-fi thriller
1753,Half Baked (1998),half baked,1998,Comedy,half baked comedy
1754,Fallen (1998),fallen,1998,Crime|Drama|Fantasy|Thriller,fallen crime drama fantasy thriller
1755,Shooting Fish (1997),shooting fish,1997,Comedy|Romance,shooting fish comedy romance
1760,Spice World (1997),spice world,1997,Comedy,spice world comedy
1762,Deep Rising (1998),deep rising,1998,Action|Horror|Sci-Fi,deep rising action horror sci-fi
1769,"Replacement Killers, The (1998)","replacement killers, the",1998,Action|Crime|Thriller,"replacement killers, the action crime thriller"
1772,Blues Brothers 2000 (1998),blues brothers 2000,1998,Action|Comedy|Musical,blues brothers 2000 action comedy musical
1777,"Wedding Singer, The (1998)","wedding singer, the",1998,Comedy|Romance,"wedding singer, the comedy romance"
1779,Sphere (1998),sphere,1998,Sci-Fi|Thriller,sphere sci-fi thriller
1783,Palmetto (1998),palmetto,1998,Crime|Drama|Mystery|Romance|Thriller,palmetto crime drama mystery romance thriller
1784,As Good as It Gets (1997),as good as it gets,1997,Comedy|Drama|Romance,as good as it gets comedy drama romance
1785,King of New York (1990),king of new york,1990,Crime|Thriller,king of new york crime thriller
1792,U.S. Marshals (1998),u.s. marshals,1998,Action|Crime|Thriller,u.s. marshals action crime thriller
1797,Everest (1998),everest,1998,Documentary|IMAX,everest documentary imax
1799,Suicide Kings (1997),suicide kings,1997,Comedy|Crime|Drama|Mystery|Thriller,suicide kings comedy crime drama mystery thriller
1801,"Man in the Iron Mask, The (1998)","man in the iron mask, the",1998,Action|Adventure|Drama,"man in the iron mask, the action adventure drama"
1805,Wild Things (1998),wild things,1998,Crime|Drama|Mystery|Thriller,wild things crime drama mystery thriller
1806,Paulie (1998),paulie,1998,Adventure|Children|Comedy,paulie adventure children comedy
1809,Fireworks (Hana-bi) (1997),fireworks (hana-bi),1997,Crime|Drama,fireworks (hana-bi) crime drama
1810,Primary Colors (1998),primary colors,1998,Comedy|Drama,primary colors comedy drama
1821,"Object of My Affection, The (1998)","object of my affection, the",1998,Comedy|Romance,"object of my affection, the comedy romance"
1831,Lost in Space (1998),lost in space,1998,Action|Adventure|Sci-Fi,lost in space action adventure sci-fi
1833,Mercury Rising (1998),mercury rising,1998,Action|Drama|Thriller,mercury rising action drama thriller
1834,"Spanish Prisoner, The (1997)","spanish prisoner, the",1997,Crime|Drama|Mystery|Thriller,"spanish prisoner, the crime drama mystery thriller"
1835,City of Angels (1998),city of angels,1998,Drama|Fantasy|Romance,city of angels drama fantasy romance
1840,He Got Game (1998),he got game,1998,Drama,he got game drama
1845,Zero Effect (1998),zero effect,1998,Comedy|Mystery|Thriller,zero effect comedy mystery thriller
1848,"Borrowers, The (1997)","borrowers, the",1997,Adventure|Children|Comedy|Fantasy,"borrowers, the adventure children comedy fantasy"
1855,Krippendorf's Tribe (1998),krippendorf's tribe,1998,Comedy,krippendorf's tribe comedy
1858,Mr. Nice Guy (Yat goh ho yan) (1997),mr. nice guy (yat goh ho yan),1997,Action|Comedy,mr. nice guy (yat goh ho yan) action comedy
1862,Species II (1998),species ii,1998,Horror|Sci-Fi,species ii horror sci-fi
1863,Major League: Back to the Minors (1998),major league: back to the minors,1998,Comedy,major league: back to the minors comedy
1866,"Big Hit, The (1998)","big hit, the",1998,Action|Comedy|Crime,"big hit, the action comedy crime"
1873,"Misérables, Les (1998)","misérables, les",1998,Crime|Drama|Romance|War,"misérables, les crime drama romance war"
1875,Clockwatchers (1997),clockwatchers,1997,Comedy,clockwatchers comedy
1876,Deep Impact (1998),deep impact,1998,Drama|Sci-Fi|Thriller,deep impact drama sci-fi thriller
1882,Godzilla (1998),godzilla,1998,Action|Sci-Fi|Thriller,godzilla action sci-fi thriller
1883,Bulworth (1998),bulworth,1998,Comedy|Drama|Romance,bulworth comedy drama romance
1884,Fear and Loathing in Las Vegas (1998),fear and loathing in las vegas,1998,Adventure|Comedy|Drama,fear and loathing in las vegas adventure comedy drama
1885,"Opposite of Sex, The (1998)","opposite of sex, the",1998,Comedy|Drama|Romance,"opposite of sex, the comedy drama romance"
1889,Insomnia (1997),insomnia,1997,Drama|Mystery|Thriller,insomnia drama mystery thriller
1892,"Perfect Murder, A (1998)","perfect murder, a",1998,Thriller,"perfect murder, a thriller"
1894,Six Days Seven Nights (1998),six days seven nights,1998,Adventure|Comedy|Romance,six days seven nights adventure comedy romance
1895,Can't Hardly Wait (1998),can't hardly wait,1998,Comedy|Drama|Romance,can't hardly wait comedy drama romance
1907,Mulan (1998),mulan,1998,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,mulan adventure animation children comedy drama musical romance
1909,"X-Files: Fight the Future, The (1998)","x-files: fight the future, the",1998,Action|Crime|Mystery|Sci-Fi|Thriller,"x-files: fight the future, the action crime mystery sci-fi thriller"
1911,Dr. Dolittle (1998),dr. dolittle,1998,Comedy,dr. dolittle comedy
1912,Out of Sight (1998),out of sight,1998,Comedy|Crime|Drama|Romance|Thriller,out of sight comedy crime drama romance thriller
1914,Smoke Signals (1998),smoke signals,1998,Comedy|Drama,smoke signals comedy drama
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),buffalo '66 (a.k.a. buffalo 66),1998,Drama|Romance,buffalo '66 (a.k.a. buffalo 66) drama romance
1917,Armageddon (1998),armageddon,1998,Action|Romance|Sci-Fi|Thriller,armageddon action romance sci-fi thriller
1918,Lethal Weapon 4 (1998),lethal weapon 4,1998,Action|Comedy|Crime|Thriller,lethal weapon 4 action comedy crime thriller
1919,Madeline (1998),madeline,1998,Children|Comedy,madeline children comedy
1920,Small Soldiers (1998),small soldiers,1998,Animation|Children|Fantasy|War,small soldiers animation children fantasy war
1921,Pi (1998),pi,1998,Drama|Sci-Fi|Thriller,pi drama sci-fi thriller
1923,There's Something About Mary (1998),there's something about mary,1998,Comedy|Romance,there's something about mary comedy romance
1924,Plan 9 from Outer Space (1959),plan 9 from outer space,1959,Horror|Sci-Fi,plan 9 from outer space horror sci-fi
1927,All Quiet on the Western Front (1930),all quiet on the western front,1930,Action|Drama|War,all quiet on the western front action drama war
1931,Mutiny on the Bounty (1935),mutiny on the bounty,1935,Adventure|Drama,mutiny on the bounty adventure drama
1939,"Best Years of Our Lives, The (1946)","best years of our lives, the",1946,Drama|War,"best years of our lives, the drama war"
1944,From Here to Eternity (1953),from here to eternity,1953,Drama|Romance|War,from here to eternity drama romance war
1945,On the Waterfront (1954),on the waterfront,1954,Crime|Drama,on the waterfront crime drama
1947,West Side Story (1961),west side story,1961,Drama|Musical|Romance,west side story drama musical romance
1948,Tom Jones (1963),tom jones,1963,Adventure|Comedy|Romance,tom jones adventure comedy romance
1949,"Man for All Seasons, A (1966)","man for all seasons, a",1966,Drama,"man for all seasons, a drama"
1950,In the Heat of the Night (1967),in the heat of the night,1967,Drama|Mystery,in the heat of the night drama mystery
1951,Oliver! (1968),oliver!,1968,Drama|Musical,oliver! drama musical
1952,Midnight Cowboy (1969),midnight cowboy,1969,Drama,midnight cowboy drama
1953,"French Connection, The (1971)","french connection, the",1971,Action|Crime|Thriller,"french connection, the action crime thriller"
1954,Rocky (1976),rocky,1976,Drama,rocky drama
1955,Kramer vs. Kramer (1979),kramer vs. kramer,1979,Drama,kramer vs. kramer drama
1956,Ordinary People (1980),ordinary people,1980,Drama,ordinary people drama
1957,Chariots of Fire (1981),chariots of fire,1981,Drama,chariots of fire drama
1958,Terms of Endearment (1983),terms of endearment,1983,Comedy|Drama,terms of endearment comedy drama
1959,Out of Africa (1985),out of africa,1985,Drama|Romance,out of africa drama romance
1960,"Last Emperor, The (1987)","last emperor, the",1987,Drama,"last emperor, the drama"
1961,Rain Man (1988),rain man,1988,Drama,rain man drama
1962,Driving Miss Daisy (1989),driving miss daisy,1989,Drama,driving miss daisy drama
1963,Take the Money and Run (1969),take the money and run,1969,Comedy|Crime,take the money and run comedy crime
1964,Klute (1971),klute,1971,Drama|Mystery,klute drama mystery
1965,Repo Man (1984),repo man,1984,Comedy|Sci-Fi,repo man comedy sci-fi
1966,Metropolitan (1990),metropolitan,1990,Comedy,metropolitan comedy
1967,Labyrinth (1986),labyrinth,1986,Adventure|Fantasy|Musical,labyrinth adventure fantasy musical
1968,"Breakfast Club, The (1985)","breakfast club, the",1985,Comedy|Drama,"breakfast club, the comedy drama"
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)","nightmare on elm street 2: freddy's revenge, a",1985,Horror,"nightmare on elm street 2: freddy's revenge, a horror"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)","nightmare on elm street 3: dream warriors, a",1987,Horror|Thriller,"nightmare on elm street 3: dream warriors, a horror thriller"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)","nightmare on elm street 4: the dream master, a",1988,Horror|Thriller,"nightmare on elm street 4: the dream master, a horror thriller"
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)","nightmare on elm street 5: the dream child, a",1989,Horror,"nightmare on elm street 5: the dream child, a horror"
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)","freddy's dead: the final nightmare (nightmare on elm street part 6: freddy's dead, a)",1991,Horror,"freddy's dead: the final nightmare (nightmare on elm street part 6: freddy's dead, a) horror"
1974,Friday the 13th (1980),friday the 13th,1980,Horror|Mystery|Thriller,friday the 13th horror mystery thriller
1975,Friday the 13th Part 2 (1981),friday the 13th part 2,1981,Horror,friday the 13th part 2 horror
1976,Friday the 13th Part 3: 3D (1982),friday the 13th part 3: 3d,1982,Horror,friday the 13th part 3: 3d horror
1977,Friday the 13th Part IV: The Final Chapter (1984),friday the 13th part iv: the final chapter,1984,Horror,friday the 13th part iv: the final chapter horror
1982,Halloween (1978),halloween,1978,Horror,halloween horror
1983,Halloween II (1981),halloween ii,1981,Horror,halloween ii horror
1991,Child's Play (1988),child's play,1988,Horror|Thriller,child's play horror thriller
1993,Child's Play 3 (1991),child's play 3,1991,Comedy|Horror|Thriller,child's play 3 comedy horror thriller
1994,Poltergeist (1982),poltergeist,1982,Horror|Thriller,poltergeist horror thriller
1995,Poltergeist II: The Other Side (1986),poltergeist ii: the other side,1986,Horror|Thriller,poltergeist ii: the other side horror thriller
1997,"Exorcist, The (1973)","exorcist, the",1973,Horror|Mystery,"exorcist, the horror mystery"
2000,Lethal Weapon (1987),lethal weapon,1987,Action|Comedy|Crime|Drama,lethal weapon action comedy crime drama
2001,Lethal Weapon 2 (1989),lethal weapon 2,1989,Action|Comedy|Crime|Drama,lethal weapon 2 action comedy crime drama
2002,Lethal Weapon 3 (1992),lethal weapon 3,1992,Action|Comedy|Crime|Drama,lethal weapon 3 action comedy crime drama
2003,Gremlins (1984),gremlins,1984,Comedy|Horror,gremlins comedy horror
2004,Gremlins 2: The New Batch (1990),gremlins 2: the new batch,1990,Comedy|Horror,gremlins 2: the new batch comedy horror
2005,"Goonies, The (1985)","goonies, the",1985,Action|Adventure|Children|Comedy|Fantasy,"goonies, the action adventure children comedy fantasy"
2006,"Mask of Zorro, The (1998)","mask of zorro, the",1998,Action|Comedy|Romance,"mask of zorro, the action comedy romance"
2009,Soylent Green (1973),soylent green,1973,Drama|Mystery|Sci-Fi|Thriller,soylent green drama mystery sci-fi thriller
2010,Metropolis (1927),metropolis,1927,Drama|Sci-Fi,metropolis drama sci-fi
2011,Back to the Future Part II (1989),back to the future part ii,1989,Adventure|Comedy|Sci-Fi,back to the future part ii adventure comedy sci-fi
2012,Back to the Future Part III (1990),back to the future part iii,1990,Adventure|Comedy|Sci-Fi|Western,back to the future part iii adventure comedy sci-fi western
2013,"Poseidon Adventure, The (1972)","poseidon adventure, the",1972,Action|Adventure|Drama,"poseidon adventure, the action adventure drama"
2014,Freaky Friday (1977),freaky friday,1977,Children|Comedy|Fantasy,freaky friday children comedy fantasy
2015,"Absent-Minded Professor, The (1961)","absent-minded professor, the",1961,Children|Comedy|Fantasy,"absent-minded professor, the children comedy fantasy"
2017,Babes in Toyland (1961),babes in toyland,1961,Children|Fantasy|Musical,babes in toyland children fantasy musical
2018,Bambi (1942),bambi,1942,Animation|Children|Drama,bambi animation children drama
2019,Seven Samurai (Shichinin no samurai) (1954),seven samurai (shichinin no samurai),1954,Action|Adventure|Drama,seven samurai (shichinin no samurai) action adventure drama
2020,Dangerous Liaisons (1988),dangerous liaisons,1988,Drama|Romance,dangerous liaisons drama romance
2021,Dune (1984),dune,1984,Adventure|Sci-Fi,dune adventure sci-fi
2022,"Last Temptation of Christ, The (1988)","last temptation of christ, the",1988,Drama,"last temptation of christ, the drama"
2023,"Godfather: Part III, The (1990)","godfather: part iii, the",1990,Crime|Drama|Mystery|Thriller,"godfather: part iii, the crime drama mystery thriller"
2025,Lolita (1997),lolita,1997,Drama|Romance,lolita drama romance
2027,Jane Austen's Mafia! (1998),jane austen's mafia!,1998,Comedy|Crime,jane austen's mafia! comedy crime
2028,Saving Private Ryan (1998),saving private ryan,1998,Action|Drama|War,saving private ryan action drama war
2033,"Black Cauldron, The (1985)","black cauldron, the",1985,Adventure|Animation|Children|Fantasy,"black cauldron, the adventure animation children fantasy"
2034,"Black Hole, The (1979)","black hole, the",1979,Children|Sci-Fi,"black hole, the children sci-fi"
2036,Blank Check (1994),blank check,1994,Children|Comedy,blank check children comedy
2040,"Computer Wore Tennis Shoes, The (1969)","computer wore tennis shoes, the",1969,Children|Comedy,"computer wore tennis shoes, the children comedy"
2042,D2: The Mighty Ducks (1994),d2: the mighty ducks,1994,Children|Comedy,d2: the mighty ducks children comedy
2046,Flight of the Navigator (1986),flight of the navigator,1986,Adventure|Children|Sci-Fi,flight of the navigator adventure children sci-fi
2048,"Great Mouse Detective, The (1986)","great mouse detective, the",1986,Action|Animation|Children|Crime,"great mouse detective, the action animation children crime"
2052,Hocus Pocus (1993),hocus pocus,1993,Children|Comedy|Fantasy|Horror,hocus pocus children comedy fantasy horror
2053,"Honey, I Blew Up the Kid (1992)","honey, i blew up the kid",1992,Children|Comedy|Sci-Fi,"honey, i blew up the kid children comedy sci-fi"
2054,"Honey, I Shrunk the Kids (1989)","honey, i shrunk the kids",1989,Adventure|Children|Comedy|Fantasy|Sci-Fi,"honey, i shrunk the kids adventure children comedy fantasy sci-fi"
2058,"Negotiator, The (1998)","negotiator, the",1998,Action|Crime|Drama|Mystery|Thriller,"negotiator, the action crime drama mystery thriller"
2059,"Parent Trap, The (1998)","parent trap, the",1998,Children|Comedy|Romance,"parent trap, the children comedy romance"
2060,BASEketball (1998),baseketball,1998,Comedy,baseketball comedy
2064,Roger & Me (1989),roger & me,1989,Documentary,roger & me documentary
2065,"Purple Rose of Cairo, The (1985)","purple rose of cairo, the",1985,Comedy|Drama|Fantasy|Romance,"purple rose of cairo, the comedy drama fantasy romance"
2067,Doctor Zhivago (1965),doctor zhivago,1965,Drama|Romance|War,doctor zhivago drama romance war
2070,Tender Mercies (1983),tender mercies,1983,Drama|Romance|Western,tender mercies drama romance western
2072,"'burbs, The (1989)","'burbs, the",1989,Comedy,"'burbs, the comedy"
2073,Fandango (1985),fandango,1985,Comedy,fandango comedy
2076,Blue Velvet (1986),blue velvet,1986,Drama|Mystery|Thriller,blue velvet drama mystery thriller
2077,"Journey of Natty Gann, The (1985)","journey of natty gann, the",1985,Adventure|Children,"journey of natty gann, the adventure children"
2078,"Jungle Book, The (1967)","jungle book, the",1967,Animation|Children|Comedy|Musical,"jungle book, the animation children comedy musical"
2080,Lady and the Tramp (1955),lady and the tramp,1955,Animation|Children|Comedy|Romance,lady and the tramp animation children comedy romance
2081,"Little Mermaid, The (1989)","little mermaid, the",1989,Animation|Children|Comedy|Musical|Romance,"little mermaid, the animation children comedy musical romance"
2082,"Mighty Ducks, The (1992)","mighty ducks, the",1992,Children|Comedy,"mighty ducks, the children comedy"
2083,"Muppet Christmas Carol, The (1992)","muppet christmas carol, the",1992,Children|Comedy|Musical,"muppet christmas carol, the children comedy musical"
2084,Newsies (1992),newsies,1992,Children|Musical,newsies children musical
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),101 dalmatians (one hundred and one dalmatians),1961,Adventure|Animation|Children,101 dalmatians (one hundred and one dalmatians) adventure animation children
2087,Peter Pan (1953),peter pan,1953,Animation|Children|Fantasy|Musical,peter pan animation children fantasy musical
2088,Popeye (1980),popeye,1980,Adventure|Comedy|Musical,popeye adventure comedy musical
2089,"Rescuers Down Under, The (1990)","rescuers down under, the",1990,Adventure|Animation|Children,"rescuers down under, the adventure animation children"
